GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,geometry,flpn_area,perc_flpn_area,cbd_dist,cbd_dist_norm,creek_name,dist_to_water,water_dist_norm,income_cat,house_age,total_livable_area,stories_n,number_of_bathrooms,market_value,sale_price,counts
G42010100001001,42,101,000100,1,421010001001,Block Group 1,G5030,S,245687.0,0.0,+39.9503535,-075.1452986,2019.92461715,245687.907747,"POLYGON ((2699478.6705807266 234770.65055023236, 2699249.4811114375 234799.96212155157, 2699024.140699327 234831.94028907816, 2698856.294374157 234854.68419231108, 2698700.800794877 234877.06470288654, 2698478.2860015733 234908.402344916, 2698267.035117398 234938.25196814298, 2698247.321256015 234940.95048536456, 2698038.313059148 234970.8683623888, 2697586.172626751 235027.51716351113, 2697582.918156129 235109.42032987194, 2697600.851257174 235243.33368348164, 2697621.0735950014 235404.28297159605, 2697645.2315748334 235583.9349095057, 2697679.671202218 235833.49758829392, 2697694.47339154 235940.35018715612, 2697748.2227917365 236324.59635841675, 2697971.802138505 236294.74181612508, 2698217.336807264 236262.25623345838, 2698350.510779228 236245.04582080423, 2698519.7270834753 236223.06828040665, 2698661.0712220035 236204.64244412148, 2698933.6505164066 236168.22434831818, 2699024.876771324 236156.33941342257, 2699203.665304142 236133.19132687862, 2699403.6010897937 236106.29592640986, 2699666.0399982715 236071.40846951067, 2699720.168240904 236062.07451886943, 2699714.3525799788 235945.64591871202, 2699660.8843152346 235438.95086169342, 2699656.451849668 235399.09625223567, 2699654.952710975 235383.380641243, 2699621.7934750267 234958.19200728988, 2699595.2541148025 234755.14324708408, 2699557.2371476227 234760.21552280054, 2699478.6705807266 234770.65055023236))",0.0,0.0,412.9949334404305,0.9944046769657575,Delaware River,1729.0632646608806,0.8583937350457762,1,0.20701168614357263,0.0030629801662580593,0.0,0.0,166000.0,180000.0,1
G42010100001001,42,101,000100,1,421010001001,Block Group 1,G5030,S,245687.0,0.0,+39.9503535,-075.1452986,2019.92461715,245687.907747,"POLYGON ((2699478.6705807266 234770.65055023236, 2699249.4811114375 234799.96212155157, 2699024.140699327 234831.94028907816, 2698856.294374157 234854.68419231108, 2698700.800794877 234877.06470288654, 2698478.2860015733 234908.402344916, 2698267.035117398 234938.25196814298, 2698247.321256015 234940.95048536456, 2698038.313059148 234970.8683623888, 2697586.172626751 235027.51716351113, 2697582.918156129 235109.42032987194, 2697600.851257174 235243.33368348164, 2697621.0735950014 235404.28297159605, 2697645.2315748334 235583.9349095057, 2697679.671202218 235833.49758829392, 2697694.47339154 235940.35018715612, 2697748.2227917365 236324.59635841675, 2697971.802138505 236294.74181612508, 2698217.336807264 236262.25623345838, 2698350.510779228 236245.04582080423, 2698519.7270834753 236223.06828040665, 2698661.0712220035 236204.64244412148, 2698933.6505164066 236168.22434831818, 2699024.876771324 236156.33941342257, 2699203.665304142 236133.19132687862, 2699403.6010897937 236106.29592640986, 2699666.0399982715 236071.40846951067, 2699720.168240904 236062.07451886943, 2699714.3525799788 235945.64591871202, 2699660.8843152346 235438.95086169342, 2699656.451849668 235399.09625223567, 2699654.952710975 235383.380641243, 2699621.7934750267 234958.19200728988, 2699595.2541148025 234755.14324708408, 2699557.2371476227 234760.21552280054, 2699478.6705807266 234770.65055023236))",0.0,0.0,412.9949334404305,0.9944046769657575,Delaware River,1729.0632646608806,0.8583937350457762,2,0.21719743876925676,0.007852027918002377,0.00471581037478285,0.0759493670886076,243732.91139240508,331033.10126582277,79
G42010100001001,42,101,000100,1,421010001001,Block Group 1,G5030,S,245687.0,0.0,+39.9503535,-075.1452986,2019.92461715,245687.907747,"POLYGON ((2699478.6705807266 234770.65055023236, 2699249.4811114375 234799.96212155157, 2699024.140699327 234831.94028907816, 2698856.294374157 234854.68419231108, 2698700.800794877 234877.06470288654, 2698478.2860015733 234908.402344916, 2698267.035117398 234938.25196814298, 2698247.321256015 234940.95048536456, 2698038.313059148 234970.8683623888, 2697586.172626751 235027.51716351113, 2697582.918156129 235109.42032987194, 2697600.851257174 235243.33368348164, 2697621.0735950014 235404.28297159605, 2697645.2315748334 235583.9349095057, 2697679.671202218 235833.49758829392, 2697694.47339154 235940.35018715612, 2697748.2227917365 236324.59635841675, 2697971.802138505 236294.74181612508, 2698217.336807264 236262.25623345838, 2698350.510779228 236245.04582080423, 2698519.7270834753 236223.06828040665, 2698661.0712220035 236204.64244412148, 2698933.6505164066 236168.22434831818, 2699024.876771324 236156.33941342257, 2699203.665304142 236133.19132687862, 2699403.6010897937 236106.29592640986, 2699666.0399982715 236071.40846951067, 2699720.168240904 236062.07451886943, 2699714.3525799788 235945.64591871202, 2699660.8843152346 235438.95086169342, 2699656.451849668 235399.09625223567, 2699654.952710975 235383.380641243, 2699621.7934750267 234958.19200728988, 2699595.2541148025 234755.14324708408, 2699557.2371476227 234760.21552280054, 2699478.6705807266 234770.65055023236))",0.0,0.0,412.9949334404305,0.9944046769657575,Delaware River,1729.0632646608806,0.8583937350457762,3,0.18746931159776098,0.03820537502926868,0.1882081552344121,0.20110887096774194,627402.2491349481,665075.4982698961,578
G42010100001002,42,101,000100,2,421010001002,Block Group 2,G5030,S,459230.0,0.0,+39.9534683,-075.1473928,3434.1086708,459230.618038,"POLYGON ((2699720.168240904 236062.07451886943, 2699666.0399982715 236071.40846951067, 2699403.6010897937 236106.29592640986, 2699203.665304142 236133.19132687862, 2699024.876771324 236156.33941342257, 2698933.6505164066 236168.22434831818, 2698661.0712220035 236204.64244412148, 2698519.7270834753 236223.06828040665, 2698350.510779228 236245.04582080423, 2698217.336807264 236262.25623345838, 2697971.802138505 236294.74181612508, 2697748.2227917365 236324.59635841675, 2697694.47339154 235940.35018715612, 2697679.671202218 235833.49758829392, 2697645.2315748334 235583.9349095057, 2697621.0735950014 235404.28297159605, 2697600.851257174 235243.33368348164, 2697582.918156129 235109.42032987194, 2697586.172626751 235027.51716351113, 2697141.0510683586 235084.01650659495, 2696698.940076046 235143.16303689856, 2696728.1101400955 235343.3699719448, 2696770.4298930285 235668.60236465296, 2696777.1498372364 235697.5908778482, 2696787.4932282465 235736.89004897757, 2696839.2188436696 236114.1494619855, 2696884.7786219935 236434.0108032592, 2696910.5043655783 236617.7171274363, 2696935.4210424144 236800.3057290133, 2696980.42961601 237129.26193022358, 2696827.290317353 237148.44328457298, 2696855.0427240455 237339.49743562427, 2696871.602364551 237434.37503703823, 2696906.9495389964 237738.99354163674, 2696906.9419587143 237758.30859578305, 2696924.338249089 237834.2600731393, 2696931.3805866344 237861.80030018705, 2697108.243683815 237817.8076997884, 2697195.452729624 237799.23795480665, 2697320.7166008134 237774.13623472388, 2697339.6195481005 237770.31953750417, 2697384.3659439073 237755.6021490084, 2697429.1230869195 237740.52051702645, 2697482.5632397244 237697.26855676528, 2697525.071772074 237634.74366273257, 2697640.224602984 237667.29164089108, 2697725.899021351 237691.31816630435, 2697947.7097029113 237663.96254544612, 2697976.743823218 237658.98750238772, 2697993.653373818 237656.20576244206, 2698018.270020474 237658.38925568026, 2698171.7407899275 237637.4031661975, 2698397.249068059 237608.33848600273, 2698609.555217468 237579.97921751364, 2698721.598582561 237565.79211449903, 2698840.9491249854 237551.09201117844, 2698962.0243496434 237534.9858279463, 2699139.9838054683 237511.08412729605, 2699227.29326386 237498.71988978732, 2699255.1747447555 237494.80566974074, 2699383.557872875 237478.18848870645, 2699554.99779338 237456.64833810742, 2699575.7121188235 237448.5135147307, 2699579.4944500886 237434.41216926533, 2699640.6906847833 237442.0510426674, 2699638.0997369774 237368.35715038446, 2699641.6081812955 237268.60423532734, 2699650.335894979 237030.15310994402, 2699652.6834086217 236988.67613731255, 2699653.921504886 236965.75316871522, 2699655.0414060666 236946.83529714585, 2699655.8488865476 236929.0013478677, 2699665.143566141 236813.748389476, 2699667.6857266775 236784.66836608556, 2699670.6808779226 236759.24550909348, 2699681.356496576 236663.71330976335, 2699707.176355263 236378.38980830478, 2699719.0352919116 236233.32799331783, 2699720.168240904 236062.07451886943))",0.0,0.0,0.0,1.0,Delaware River,1792.748840381544,0.8531780343287575,1,0.1343906510851419,0.002079801347459176,0.0,0.125,151975.0,71000.0,4
G42010100001002,42,101,000100,2,421010001002,Block Group 2,G5030,S,459230.0,0.0,+39.9534683,-075.1473928,3434.1086708,459230.618038,"POLYGON ((2699720.168240904 236062.07451886943, 2699666.0399982715 236071.40846951067, 2699403.6010897937 236106.29592640986, 2699203.665304142 236133.19132687862, 2699024.876771324 236156.33941342257, 2698933.6505164066 236168.22434831818, 2698661.0712220035 236204.64244412148, 2698519.7270834753 236223.06828040665, 2698350.510779228 236245.04582080423, 2698217.336807264 236262.25623345838, 2697971.802138505 236294.74181612508, 2697748.2227917365 236324.59635841675, 2697694.47339154 235940.35018715612, 2697679.671202218 235833.49758829392, 2697645.2315748334 235583.9349095057, 2697621.0735950014 235404.28297159605, 2697600.851257174 235243.33368348164, 2697582.918156129 235109.42032987194, 2697586.172626751 235027.51716351113, 2697141.0510683586 235084.01650659495, 2696698.940076046 235143.16303689856, 2696728.1101400955 235343.3699719448, 2696770.4298930285 235668.60236465296, 2696777.1498372364 235697.5908778482, 2696787.4932282465 235736.89004897757, 2696839.2188436696 236114.1494619855, 2696884.7786219935 236434.0108032592, 2696910.5043655783 236617.7171274363, 2696935.4210424144 236800.3057290133, 2696980.42961601 237129.26193022358, 2696827.290317353 237148.44328457298, 2696855.0427240455 237339.49743562427, 2696871.602364551 237434.37503703823, 2696906.9495389964 237738.99354163674, 2696906.9419587143 237758.30859578305, 2696924.338249089 237834.2600731393, 2696931.3805866344 237861.80030018705, 2697108.243683815 237817.8076997884, 2697195.452729624 237799.23795480665, 2697320.7166008134 237774.13623472388, 2697339.6195481005 237770.31953750417, 2697384.3659439073 237755.6021490084, 2697429.1230869195 237740.52051702645, 2697482.5632397244 237697.26855676528, 2697525.071772074 237634.74366273257, 2697640.224602984 237667.29164089108, 2697725.899021351 237691.31816630435, 2697947.7097029113 237663.96254544612, 2697976.743823218 237658.98750238772, 2697993.653373818 237656.20576244206, 2698018.270020474 237658.38925568026, 2698171.7407899275 237637.4031661975, 2698397.249068059 237608.33848600273, 2698609.555217468 237579.97921751364, 2698721.598582561 237565.79211449903, 2698840.9491249854 237551.09201117844, 2698962.0243496434 237534.9858279463, 2699139.9838054683 237511.08412729605, 2699227.29326386 237498.71988978732, 2699255.1747447555 237494.80566974074, 2699383.557872875 237478.18848870645, 2699554.99779338 237456.64833810742, 2699575.7121188235 237448.5135147307, 2699579.4944500886 237434.41216926533, 2699640.6906847833 237442.0510426674, 2699638.0997369774 237368.35715038446, 2699641.6081812955 237268.60423532734, 2699650.335894979 237030.15310994402, 2699652.6834086217 236988.67613731255, 2699653.921504886 236965.75316871522, 2699655.0414060666 236946.83529714585, 2699655.8488865476 236929.0013478677, 2699665.143566141 236813.748389476, 2699667.6857266775 236784.66836608556, 2699670.6808779226 236759.24550909348, 2699681.356496576 236663.71330976335, 2699707.176355263 236378.38980830478, 2699719.0352919116 236233.32799331783, 2699720.168240904 236062.07451886943))",0.0,0.0,0.0,1.0,Delaware River,1792.748840381544,0.8531780343287575,2,0.21072095877234684,0.0071524005219078465,0.00493442410076616,0.06291390728476821,233038.4105960265,222342.29139072847,302
G42010100001002,42,101,000100,2,421010001002,Block Group 2,G5030,S,459230.0,0.0,+39.9534683,-075.1473928,3434.1086708,459230.618038,"POLYGON ((2699720.168240904 236062.07451886943, 2699666.0399982715 236071.40846951067, 2699403.6010897937 236106.29592640986, 2699203.665304142 236133.19132687862, 2699024.876771324 236156.33941342257, 2698933.6505164066 236168.22434831818, 2698661.0712220035 236204.64244412148, 2698519.7270834753 236223.06828040665, 2698350.510779228 236245.04582080423, 2698217.336807264 236262.25623345838, 2697971.802138505 236294.74181612508, 2697748.2227917365 236324.59635841675, 2697694.47339154 235940.35018715612, 2697679.671202218 235833.49758829392, 2697645.2315748334 235583.9349095057, 2697621.0735950014 235404.28297159605, 2697600.851257174 235243.33368348164, 2697582.918156129 235109.42032987194, 2697586.172626751 235027.51716351113, 2697141.0510683586 235084.01650659495, 2696698.940076046 235143.16303689856, 2696728.1101400955 235343.3699719448, 2696770.4298930285 235668.60236465296, 2696777.1498372364 235697.5908778482, 2696787.4932282465 235736.89004897757, 2696839.2188436696 236114.1494619855, 2696884.7786219935 236434.0108032592, 2696910.5043655783 236617.7171274363, 2696935.4210424144 236800.3057290133, 2696980.42961601 237129.26193022358, 2696827.290317353 237148.44328457298, 2696855.0427240455 237339.49743562427, 2696871.602364551 237434.37503703823, 2696906.9495389964 237738.99354163674, 2696906.9419587143 237758.30859578305, 2696924.338249089 237834.2600731393, 2696931.3805866344 237861.80030018705, 2697108.243683815 237817.8076997884, 2697195.452729624 237799.23795480665, 2697320.7166008134 237774.13623472388, 2697339.6195481005 237770.31953750417, 2697384.3659439073 237755.6021490084, 2697429.1230869195 237740.52051702645, 2697482.5632397244 237697.26855676528, 2697525.071772074 237634.74366273257, 2697640.224602984 237667.29164089108, 2697725.899021351 237691.31816630435, 2697947.7097029113 237663.96254544612, 2697976.743823218 237658.98750238772, 2697993.653373818 237656.20576244206, 2698018.270020474 237658.38925568026, 2698171.7407899275 237637.4031661975, 2698397.249068059 237608.33848600273, 2698609.555217468 237579.97921751364, 2698721.598582561 237565.79211449903, 2698840.9491249854 237551.09201117844, 2698962.0243496434 237534.9858279463, 2699139.9838054683 237511.08412729605, 2699227.29326386 237498.71988978732, 2699255.1747447555 237494.80566974074, 2699383.557872875 237478.18848870645, 2699554.99779338 237456.64833810742, 2699575.7121188235 237448.5135147307, 2699579.4944500886 237434.41216926533, 2699640.6906847833 237442.0510426674, 2699638.0997369774 237368.35715038446, 2699641.6081812955 237268.60423532734, 2699650.335894979 237030.15310994402, 2699652.6834086217 236988.67613731255, 2699653.921504886 236965.75316871522, 2699655.0414060666 236946.83529714585, 2699655.8488865476 236929.0013478677, 2699665.143566141 236813.748389476, 2699667.6857266775 236784.66836608556, 2699670.6808779226 236759.24550909348, 2699681.356496576 236663.71330976335, 2699707.176355263 236378.38980830478, 2699719.0352919116 236233.32799331783, 2699720.168240904 236062.07451886943))",0.0,0.0,0.0,1.0,Delaware River,1792.748840381544,0.8531780343287575,3,0.17621046202950624,0.024312319873295782,0.19422222222222227,0.11690647482014388,496996.4,336667.536,750
G42010100002001,42,101,000200,1,421010002001,Block Group 1,G5030,S,382481.0,0.0,+39.9553999,-075.1569774,2818.08954351,382478.690326,"POLYGON ((2696884.7786219935 236434.0108032592, 2696690.1947281966 236460.35521741107, 2696433.0889801886 236495.4309460958, 2695989.916012446 236553.4651191663, 2695741.262086532 236587.33837134644, 2695546.7128982386 236612.599324838, 2695103.74999354 236673.20613567685, 2694926.3285625093 236697.8818056454, 2694777.0585633316 236719.0116095208, 2694661.317902194 236734.93018604632, 2694218.519625283 236790.09123899208, 2693929.6064994754 236829.3621064316, 2693631.4680668158 236867.63693072056, 2693679.5628726725 237207.60948419367, 2693725.4647107506 237536.2204166373, 2693798.320037043 238055.12962890317, 2693801.4536185446 238082.18974377387, 2693806.206816161 238120.95932474916, 2693972.301341961 238099.58889341756, 2694019.3106878167 238093.67830949437, 2694104.351905623 238081.9584311304, 2694242.8901745253 238063.0612924896, 2694385.933233016 238043.5685552974, 2694798.4677399117 237986.79396641412, 2694822.9639089033 237983.50419849379, 2694837.9011375466 237981.02678645644, 2694948.3442705595 237963.8602210692, 2695056.814910383 237947.000572746, 2695146.9653237076 237933.2477928339, 2695270.3735250733 237913.9124288943, 2695603.570550635 237865.754516703, 2695721.5912427944 237848.44935824635, 2696027.749895334 237804.24015599923, 2696084.6341156377 237805.9125371659, 2696168.085359643 237810.18836302028, 2696197.2066745353 237811.77376376564, 2696214.8496061107 237812.65720781634, 2696337.167111495 237830.4673381641, 2696370.0613465006 237837.26608442172, 2696463.1826484017 237856.04054656142, 2696564.9459935217 237867.05202517824, 2696623.4041453856 237872.4162856086, 2696669.5541638336 237876.68982698675, 2696765.1294869017 237878.77355224447, 2696855.917993565 237871.96991664526, 2696931.3805866344 237861.80030018705, 2696924.338249089 237834.2600731393, 2696906.9419587143 237758.30859578305, 2696906.9495389964 237738.99354163674, 2696871.602364551 237434.37503703823, 2696855.0427240455 237339.49743562427, 2696827.290317353 237148.44328457298, 2696980.42961601 237129.26193022358, 2696935.4210424144 236800.3057290133, 2696910.5043655783 236617.7171274363, 2696884.7786219935 236434.0108032592))",0.0,0.0,0.0,1.0,Delaware River,4652.172909642069,0.6189978451801519,1,0.1921058907703315,0.006270466010553866,0.0,0.05803571428571429,146217.85714285713,123223.73214285714,56
G42010100002001,42,101,000200,1,421010002001,Block Group 1,G5030,S,382481.0,0.0,+39.9553999,-075.1569774,2818.08954351,382478.690326,"POLYGON ((2696884.7786219935 236434.0108032592, 2696690.1947281966 236460.35521741107, 2696433.0889801886 236495.4309460958, 2695989.916012446 236553.4651191663, 2695741.262086532 236587.33837134644, 2695546.7128982386 236612.599324838, 2695103.74999354 236673.20613567685, 2694926.3285625093 236697.8818056454, 2694777.0585633316 236719.0116095208, 2694661.317902194 236734.93018604632, 2694218.519625283 236790.09123899208, 2693929.6064994754 236829.3621064316, 2693631.4680668158 236867.63693072056, 2693679.5628726725 237207.60948419367, 2693725.4647107506 237536.2204166373, 2693798.320037043 238055.12962890317, 2693801.4536185446 238082.18974377387, 2693806.206816161 238120.95932474916, 2693972.301341961 238099.58889341756, 2694019.3106878167 238093.67830949437, 2694104.351905623 238081.9584311304, 2694242.8901745253 238063.0612924896, 2694385.933233016 238043.5685552974, 2694798.4677399117 237986.79396641412, 2694822.9639089033 237983.50419849379, 2694837.9011375466 237981.02678645644, 2694948.3442705595 237963.8602210692, 2695056.814910383 237947.000572746, 2695146.9653237076 237933.2477928339, 2695270.3735250733 237913.9124288943, 2695603.570550635 237865.754516703, 2695721.5912427944 237848.44935824635, 2696027.749895334 237804.24015599923, 2696084.6341156377 237805.9125371659, 2696168.085359643 237810.18836302028, 2696197.2066745353 237811.77376376564, 2696214.8496061107 237812.65720781634, 2696337.167111495 237830.4673381641, 2696370.0613465006 237837.26608442172, 2696463.1826484017 237856.04054656142, 2696564.9459935217 237867.05202517824, 2696623.4041453856 237872.4162856086, 2696669.5541638336 237876.68982698675, 2696765.1294869017 237878.77355224447, 2696855.917993565 237871.96991664526, 2696931.3805866344 237861.80030018705, 2696924.338249089 237834.2600731393, 2696906.9419587143 237758.30859578305, 2696906.9495389964 237738.99354163674, 2696871.602364551 237434.37503703823, 2696855.0427240455 237339.49743562427, 2696827.290317353 237148.44328457298, 2696980.42961601 237129.26193022358, 2696935.4210424144 236800.3057290133, 2696910.5043655783 236617.7171274363, 2696884.7786219935 236434.0108032592))",0.0,0.0,0.0,1.0,Delaware River,4652.172909642069,0.6189978451801519,2,0.1814628742608397,0.0072979469456871445,0.0,0.026869158878504672,209358.41121495326,157789.80841121497,214
G42010100002001,42,101,000200,1,421010002001,Block Group 1,G5030,S,382481.0,0.0,+39.9553999,-075.1569774,2818.08954351,382478.690326,"POLYGON ((2696884.7786219935 236434.0108032592, 2696690.1947281966 236460.35521741107, 2696433.0889801886 236495.4309460958, 2695989.916012446 236553.4651191663, 2695741.262086532 236587.33837134644, 2695546.7128982386 236612.599324838, 2695103.74999354 236673.20613567685, 2694926.3285625093 236697.8818056454, 2694777.0585633316 236719.0116095208, 2694661.317902194 236734.93018604632, 2694218.519625283 236790.09123899208, 2693929.6064994754 236829.3621064316, 2693631.4680668158 236867.63693072056, 2693679.5628726725 237207.60948419367, 2693725.4647107506 237536.2204166373, 2693798.320037043 238055.12962890317, 2693801.4536185446 238082.18974377387, 2693806.206816161 238120.95932474916, 2693972.301341961 238099.58889341756, 2694019.3106878167 238093.67830949437, 2694104.351905623 238081.9584311304, 2694242.8901745253 238063.0612924896, 2694385.933233016 238043.5685552974, 2694798.4677399117 237986.79396641412, 2694822.9639089033 237983.50419849379, 2694837.9011375466 237981.02678645644, 2694948.3442705595 237963.8602210692, 2695056.814910383 237947.000572746, 2695146.9653237076 237933.2477928339, 2695270.3735250733 237913.9124288943, 2695603.570550635 237865.754516703, 2695721.5912427944 237848.44935824635, 2696027.749895334 237804.24015599923, 2696084.6341156377 237805.9125371659, 2696168.085359643 237810.18836302028, 2696197.2066745353 237811.77376376564, 2696214.8496061107 237812.65720781634, 2696337.167111495 237830.4673381641, 2696370.0613465006 237837.26608442172, 2696463.1826484017 237856.04054656142, 2696564.9459935217 237867.05202517824, 2696623.4041453856 237872.4162856086, 2696669.5541638336 237876.68982698675, 2696765.1294869017 237878.77355224447, 2696855.917993565 237871.96991664526, 2696931.3805866344 237861.80030018705, 2696924.338249089 237834.2600731393, 2696906.9419587143 237758.30859578305, 2696906.9495389964 237738.99354163674, 2696871.602364551 237434.37503703823, 2696855.0427240455 237339.49743562427, 2696827.290317353 237148.44328457298, 2696980.42961601 237129.26193022358, 2696935.4210424144 236800.3057290133, 2696910.5043655783 236617.7171274363, 2696884.7786219935 236434.0108032592))",0.0,0.0,0.0,1.0,Delaware River,4652.172909642069,0.6189978451801519,3,0.13811278755997944,0.02946138496219197,0.23920337365715522,0.058737864077669906,520262.3940345369,356046.6876971609,637
G42010100003001,42,101,000300,1,421010003001,Block Group 1,G5030,S,322875.0,0.0,+39.9567120,-075.1675614,2436.71561538,322872.97273,"POLYGON ((2693631.4680668158 236867.63693072056, 2693615.097586453 236871.16603406312, 2693597.024242254 236875.37439572776, 2693139.5745652043 236933.04063898386, 2692710.1282695443 236992.2638372312, 2692252.9954772764 237048.86235539865, 2691807.861116251 237107.64220625267, 2691367.57844076 237163.65624719462, 2690903.2556003546 237226.62928573551, 2690927.2897239216 237412.10053126916, 2690950.8471904076 237565.85202451516, 2690993.9925432624 237894.0119996395, 2691066.07679306 238393.2091662103, 2691065.9173398865 238398.6709734291, 2691076.495373181 238439.7967096907, 2691085.9274680866 238472.1427920285, 2691110.9833311723 238468.86549151057, 2691536.295458708 238415.69052058848, 2691979.6389394295 238359.76951314183, 2692428.383467227 238301.46332209633, 2692460.852729551 238294.03130146183, 2692871.8592600673 238241.18899022546, 2693303.980039831 238185.69194260452, 2693769.0367931626 238126.06567757094, 2693785.3746187957 238123.6290726402, 2693806.206816161 238120.95932474916, 2693801.4536185446 238082.18974377387, 2693798.320037043 238055.12962890317, 2693725.4647107506 237536.2204166373, 2693679.5628726725 237207.60948419367, 2693631.4680668158 236867.63693072056))",0.0,0.0,0.0,1.0,Schuylkill River,1923.9063053353184,0.8424365426132353,1,,,,,,,0
